CarID,ModelID,DealerID,Year_of_Manufacturing,Mileage,Price
C26626,M037,D046,1986,355814,272
C42068,M058,D043,2004,75194,8408
C06198,M011,D036,2020,25421,43587
C48228,M093,D006,2000,73373,9984
C26508,M013,D016,1998,100488,5211
C15084,M094,D002,2022,5702,44793
C10891,M006,D012,2016,37863,35208
C43641,M072,D050,2018,54123,22870
C04161,M050,D008,1995,280764,824
C19470,M037,D015,1989,223535,1162
C32271,M028,D030,2017,31130,16154
C37559,M084,D016,1996,111169,4478
C40989,M050,D036,2017,34661,26018
C18143,M105,D016,2000,124508,10643
C45203,M068,D003,2004,79102,10100
C02634,M034,D013,2012,81053,12143
C26125,M005,D013,2018,27222,31520
C32214,M052,D009,2010,82647,20215
C34406,M017,D030,2010,58431,19331
C09138,M008,D050,2021,9820,71215
C31373,M006,D040,2015,68243,27205
C11901,M053,D034,2014,18730,32092
C04179,M023,D027,1999,174932,3214
C44059,M105,D005,2020,15504,83326
C20925,M028,D031,2005,146141,3231
C32987,M023,D011,1994,107398,3959
C00551,M015,D004,2016,28810,48228
C43000,M074,D048,2008,56241,48609
C41262,M065,D047,2016,43075,19565
C45855,M069,D027,1993,268508,2842
C39404,M052,D027,2000,137194,6898
C47794,M016,D048,1992,156145,2675
C11464,M044,D050,2009,73475,8597
C37093,M046,D019,2015,30383,25578
C20296,M041,D048,1999,139855,2958
C34464,M009,D020,1988,301832,396
C28812,M028,D036,2009,115503,5369
C29384,M065,D003,1989,213416,868
C13425,M021,D050,2018,26024,18246
C04950,M034,D044,2004,155236,4044
C18731,M003,D016,2007,65415,12804
C03317,M093,D016,1990,61467,5546
C31665,M043,D040,2009,142111,26386
C37318,M006,D050,2010,94403,16263
C21580,M005,D042,1996,245377,1331
C25923,M070,D027,2001,195286,4992
C41242,M033,D032,2004,78989,12510
C13463,M031,D015,1991,219422,1565
C48502,M011,D027,2018,20164,39280
C43224,M037,D012,2016,33499,30357
C47156,M012,D022,1999,90558,4420
C29353,M019,D040,2004,145931,6210
C06238,M022,D017,2007,155786,3738
C31909,M054,D037,2020,19735,49938
C13465,M070,D018,2006,68238,18827
C03525,M030,D017,1985,315674,316
C40672,M005,D047,2011,61488,16044
C11154,M017,D028,2011,76656,18313
C48287,M044,D030,2014,18979,16755
C44602,M040,D016,2018,37910,35407
C24589,M072,D021,1995,159882,2255
C42053,M015,D018,1998,96127,9378
C30095,M070,D035,2009,67404,23124
C29958,M006,D036,2003,79482,11329
C41219,M005,D018,2007,58239,12549
C10344,M008,D012,2020,15249,64728
C41794,M016,D022,2021,9426,50797
C41583,M032,D039,2006,43402,8761
C10843,M022,D015,2009,82674,7472
C43607,M028,D025,2012,73981,8844
C03720,M031,D035,1995,155411,3557
C06356,M073,D014,2010,58679,12415
C06522,M010,D003,2005,100356,6309
C09289,M015,D002,2017,34325,49935
C45562,M068,D002,2006,88214,10830
C33316,M103,D030,2002,136223,8591
C18399,M024,D031,1995,132393,4592
C02285,M008,D050,1987,250374,1173
C49852,M051,D019,1996,168443,2385
C34997,M003,D047,2016,47416,26166
C40966,M022,D003,2008,103644,6014
C03504,M008,D014,1995,152620,4725
C12713,M026,D034,2020,6239,64391
C49875,M071,D047,1997,217595,1856
C28797,M013,D032,1994,23757,6566
C35542,M064,D037,2009,89633,11666
C31610,M022,D025,2014,41508,13628
C24140,M058,D026,2006,135600,6144
C41457,M012,D044,1996,144894,2390
C27573,M022,D043,2007,134546,4439
C26181,M099,D036,2000,146062,5506
C10253,M034,D002,2001,158881,3212
C44409,M035,D006,1996,151701,3638
C19887,M001,D022,2021,7912,78793
C34706,M086,D023,2020,21868,56906
C32332,M027,D015,2016,36840,16433
C03288,M093,D048,2016,30451,37961
C08662,M016,D018,2012,62326,20423
C05395,M056,D049,2014,20303,51943
C31014,M004,D004,2010,44865,11842
C10830,M073,D025,2009,84822,9744
C04160,M065,D025,1992,240460,830
C01241,M004,D028,1997,205741,1447
C38050,M044,D030,2020,20154,24836
C00268,M112,D050,2000,168963,3069
C46234,M006,D044,1996,130832,4858
C23455,M082,D018,2007,90133,5948
C30682,M008,D045,2007,122861,13336
C48636,M043,D017,2008,64841,43577
C08092,M021,D015,2011,73613,8512
C36131,M018,D013,2011,92230,14747
C12010,M016,D022,2012,86436,17344
C39992,M044,D046,2007,117461,5478
C36671,M065,D027,2001,33075,7638
C07612,M063,D013,2018,30241,35453
C15216,M044,D023,2015,20518,17760
C19491,M009,D032,2006,31241,11945
C06544,M013,D008,2003,79251,8457
C18398,M022,D036,2003,124092,3691
C33260,M016,D001,1996,132097,4242
C06861,M046,D031,1998,157703,3320
C39946,M013,D031,2021,15409,41589
C43871,M031,D040,1996,127039,4777
C21246,M010,D023,2010,71733,10766
C18912,M028,D031,2014,46976,12033
C21481,M067,D032,2012,87834,21087
C27502,M105,D048,1996,127469,7966
C10251,M002,D042,2006,141192,6994
C37319,M062,D041,1994,143707,9360
C31295,M028,D033,2012,104046,7147
C48038,M051,D047,2004,81184,7989
C25274,M023,D042,1993,57582,5235
C38944,M050,D044,2016,50748,22082
C14066,M042,D014,2010,67647,15552
C18552,M050,D021,2018,16618,30790
C29206,M081,D043,2004,58077,31714
C40794,M065,D031,2005,142209,4635
C24096,M083,D050,2016,55454,19731
C09399,M011,D040,2002,75286,9624
C45520,M009,D027,2018,49553,23821
C39784,M006,D002,2014,45337,29456
C36307,M027,D047,1997,138677,2263
C20249,M068,D011,2016,41804,28607
C39967,M107,D010,1994,158646,2846
C46350,M072,D047,2018,27120,26893
C42239,M026,D020,2011,95916,20211
C20880,M040,D008,2008,111352,11059
C09563,M102,D036,2011,88083,20568
C41721,M070,D027,1987,159789,2659
C07081,M032,D048,1990,192860,973
C15872,M008,D009,2006,97497,15091
C12336,M017,D033,2003,221204,3341
C32617,M041,D050,2007,65480,8707
C36110,M094,D025,1999,148561,3673
C26611,M016,D031,1999,79841,7633
C25045,M053,D016,2004,144756,6919
C11668,M112,D049,2003,151589,4331
C29519,M022,D008,2017,56615,15156
C04030,M018,D013,2004,141667,6344
C16270,M052,D028,1993,160391,3580
C26760,M006,D023,1996,167029,3616
C17724,M052,D003,2013,51366,30364
C48743,M014,D005,1994,194192,1781
C11000,M050,D033,1993,210921,1372
C36775,M053,D041,1993,135826,3570
C42056,M058,D027,1997,188726,2165
C39222,M015,D033,2017,18539,54599
C49414,M013,D010,2006,155671,5771
C17296,M054,D015,2000,152357,5224
C33671,M044,D021,2005,110027,5072
C31738,M031,D030,2003,139721,6890
C16425,M007,D035,2005,79200,7767
C36727,M055,D015,1994,246580,904
C19461,M093,D016,2011,82811,19484
C49782,M086,D006,2019,17275,54594
C39932,M008,D004,1990,139122,3777
C15364,M058,D020,2014,99238,13824
C10952,M102,D032,2012,45103,29198
C46803,M070,D011,2016,38238,44298
C20605,M041,D016,2007,142369,4942
C21105,M003,D012,2006,97692,9577
C25014,M001,D029,2011,65347,28827
C02150,M004,D015,1996,187415,1590
C16667,M028,D041,1996,185524,1274
C33566,M016,D032,2014,57618,24056
C35159,M007,D028,2011,68459,12462
C17225,M026,D029,2004,131902,9651
C34752,M043,D018,2011,78466,48570
C02375,M012,D041,2019,23976,25649
C29067,M022,D006,2000,94104,3782
C43248,M013,D019,2008,118993,8835
C17727,M007,D007,2017,8921,26492
C02098,M084,D006,2012,66246,17882
C34436,M068,D039,2016,41612,28640
C24865,M039,D020,1988,149481,2228
C45118,M013,D015,2007,103534,9285
C15976,M037,D026,1990,181046,1808
C10038,M008,D019,1999,157042,5948
C04765,M049,D007,1995,178454,2302
C01411,M044,D038,2008,25238,10848
C20178,M103,D017,2020,22120,62250
C19059,M011,D021,1997,103618,5640
C34221,M073,D036,2011,49942,14025
C10008,M009,D006,1997,172856,2339
C16367,M046,D021,2005,75272,9903
C13512,M056,D050,2014,44134,45240
C10803,M026,D028,1995,154545,4412
C45253,M101,D042,1995,217328,2195
C00227,M029,D049,2021,21354,52908
C32661,M074,D010,1989,165477,6054
C46344,M024,D004,1995,215837,2262
C14037,M028,D025,1989,83200,1791
C05129,M050,D001,2015,49980,20757
C10338,M111,D048,2000,135015,12820
C49910,M065,D032,2013,7354,19584
C21883,M007,D008,2005,98319,6784
C27164,M026,D001,1998,81700,9396
C48437,M026,D039,1994,151194,4243
C08629,M022,D023,1997,193020,1398
C12897,M015,D001,2009,83994,21284
C02950,M033,D042,2009,104527,14548
C01175,M053,D043,2022,9552,57460
C07902,M016,D010,2007,126341,9239
C23981,M074,D033,2009,82115,43733
C44827,M073,D050,2011,43198,14619
C44162,M017,D049,2013,39997,26472
C20483,M026,D050,1987,348331,438
C02892,M007,D031,2016,21917,23108
C37875,M052,D007,1990,214246,1838
C12034,M015,D045,2001,126676,9102
C47585,M022,D049,1991,128725,1599
C29654,M111,D002,1998,105832,14043
C24622,M019,D008,2020,15351,44183
C32011,M005,D041,2008,91576,10698
C34473,M041,D017,2019,30770,24012
C35165,M015,D039,1987,158923,2759
C49631,M008,D030,2022,8081,76819
C32259,M111,D008,1999,114610,14054
C18897,M047,D015,2017,29860,35037
C21540,M037,D011,2005,155100,6116
C21442,M068,D044,1998,120853,4991
C37710,M022,D048,2016,40738,15644
C48762,M040,D049,1990,218484,1362
C48210,M102,D029,2001,88956,10495
C19046,M011,D007,2011,86994,16170
C43553,M049,D007,2018,32431,31147
C42200,M093,D019,1993,131490,4085
C17952,M012,D017,2013,45824,15126
C06552,M045,D044,1997,160217,10896
C35403,M017,D043,2005,46914,14891
C47105,M013,D021,1987,117652,2201
C49363,M074,D024,2022,6963,164343
C41732,M014,D030,2018,35989,28912
C01699,M026,D038,1997,153031,5105
C19445,M013,D029,2007,82321,10810
C27272,M009,D031,2009,83503,10448
C05550,M027,D024,2020,17541,23938
C26613,M072,D037,2014,51225,17839
C07657,M005,D044,2004,31153,12119
C47785,M026,D028,1991,100842,5140
C49329,M040,D037,2018,18679,39510
C11488,M044,D034,1987,115760,1462
C25589,M022,D033,2021,12744,25584
C48719,M015,D042,1992,106609,5821
C34151,M083,D027,2011,74010,12517
C42156,M075,D048,2012,39046,28763
C35163,M069,D032,1991,196114,4805
C47372,M017,D033,2014,34913,29162
C20555,M070,D036,1988,154821,2961
C12803,M011,D033,2013,25399,27336
C34280,M058,D033,2014,62528,17818
C44374,M050,D032,2011,81160,12949
C25250,M097,D028,1999,35999,9273
C31639,M016,D015,1993,113006,4025
C32305,M065,D019,1992,202392,1170
C27309,M069,D004,1996,183673,7473
C06037,M040,D032,2017,64444,28061
C24442,M027,D027,1997,103765,2962
C01498,M075,D007,2003,95436,10873
C39194,M013,D030,2004,72742,9450
C11822,M060,D001,1991,229229,1136
C27174,M099,D029,2011,110572,15134
C16157,M006,D034,2012,58961,23667
C18963,M027,D050,2004,101992,4785
C25570,M083,D012,1999,198536,2102
C03283,M061,D037,1995,186840,1606
C31628,M070,D008,1994,205809,2853
C39056,M006,D047,2020,16076,52012
C30507,M055,D042,2009,120212,7256
C32128,M044,D016,1985,165540,858
C19409,M040,D037,2008,92327,12718
C29186,M012,D014,2012,39719,14683
C12371,M050,D008,1990,160193,1741
C38771,M005,D003,2012,83535,14783
C00751,M044,D046,2013,32544,14520
C41600,M003,D009,1999,176120,3220
C20517,M018,D012,2000,117909,5856
C28327,M006,D041,2003,118826,8504
C19111,M046,D049,2017,31190,29091
C11298,M074,D027,2005,111397,27095
C39634,M087,D039,2008,140182,17755
C24574,M062,D005,1988,289371,1714
C00312,M010,D042,2010,52847,12174
C21909,M008,D017,2012,60833,28970
C19588,M086,D046,2004,141729,8575
C29745,M056,D038,2004,221387,5845
C04666,M075,D035,2001,151315,6177
C35751,M013,D018,2017,34972,28534
C39148,M058,D042,2019,20705,31990
C22129,M058,D040,1990,316038,419
C01697,M002,D023,2006,124447,7984
C07417,M020,D042,2001,146934,2847
C12641,M001,D049,2015,56215,39929
C06866,M060,D017,1987,213563,1002
C28386,M011,D010,1995,63391,6533
C19650,M019,D027,2003,104654,8007
C05054,M064,D047,1998,221445,1903
C49770,M028,D003,2004,102067,4254
C23636,M072,D006,2021,13029,35494
C33250,M044,D020,2009,67129,8969
C07600,M046,D045,2004,47201,11114
C43393,M023,D007,1992,223683,1313
C43457,M071,D040,1987,421979,135
C37408,M009,D041,1989,168028,1429
C41025,M010,D012,1990,145643,1635
C47279,M093,D039,2021,10010,59287
C48264,M050,D010,2013,43250,18933
C11073,M054,D045,1999,235286,2372
C12170,M025,D039,2015,21128,25667
C39202,M009,D009,2006,179706,4020
C08305,M067,D009,2006,120286,11123
C48482,M111,D011,1990,163382,5222
C47650,M014,D013,1992,149377,2279
C02490,M108,D048,2010,86665,8156
C22071,M016,D028,2019,33128,38996
C45537,M027,D007,2015,68929,12563
C15182,M021,D019,1995,270717,565
C04594,M007,D015,2013,54598,15580
C47826,M079,D049,1987,272962,739
C14400,M040,D010,1999,143269,4730
C31834,M055,D036,2021,14235,32459
C01327,M083,D012,1998,117687,3838
C28887,M012,D011,2008,113799,6789
C05757,M017,D048,2011,79007,18020
C34206,M041,D023,1996,70118,4055
C36154,M053,D012,2002,118119,7470
C20724,M015,D015,2010,88626,22022
C36995,M050,D025,2017,30348,26678
C03351,M081,D014,2011,63163,48937
C25394,M065,D047,1991,58896,3347
C49489,M011,D039,1996,185246,2731
C20025,M041,D007,2002,160954,3040
C49726,M058,D016,1992,179993,1672
C00439,M060,D001,1992,289432,694
C24877,M099,D016,2015,62830,27644
C06741,M022,D015,1990,236669,593
C15254,M089,D007,2001,78699,6268
C29978,M048,D044,1999,82990,6736
C05685,M051,D025,1995,288859,751
C42439,M026,D029,2015,38321,38609
C46101,M032,D016,2015,19193,18360
C01189,M010,D040,2018,23959,24642
C09995,M079,D004,2004,119204,8731
C44371,M033,D031,2014,77385,24637
C31232,M006,D017,2002,95001,9499
C41573,M058,D015,2001,131924,4532
C41160,M060,D021,2011,48920,17854
C33062,M070,D017,2014,67744,32199
C43389,M030,D006,2009,106525,9856
C33377,M050,D008,1997,139770,3281
C06650,M008,D046,2004,132592,10118
C46928,M025,D044,1991,263009,778
C25933,M015,D011,2013,33916,38338
C47240,M073,D037,1991,147719,1819
C21570,M106,D048,1987,260948,1406
C33866,M093,D048,1987,228553,1194
C07982,M110,D010,2019,39344,84637
C09596,M065,D028,1996,68808,4378
C44736,M028,D047,2012,42499,10822
C27133,M078,D036,2002,80709,8963
C47508,M027,D028,2018,19646,20710
C00774,M102,D011,1996,284839,1414
C46077,M022,D006,2019,13616,22286
C03395,M017,D018,1990,230122,1295
C25870,M022,D006,2008,84431,6905
C45168,M070,D030,1987,217633,1610
C21566,M048,D046,2017,18484,33431
C32117,M022,D032,2016,25746,17071
C38370,M011,D046,1997,291581,1106
C21116,M032,D031,2008,102982,6700
C32565,M109,D041,1991,225037,1312
C10710,M027,D018,2013,65308,11262
C40749,M073,D033,1989,278360,498
C25916,M068,D024,2016,50653,27095
C11593,M008,D043,1993,110268,5772
C23816,M014,D031,2012,66959,15966
C28598,M034,D015,2019,8879,30062
C15508,M019,D033,2017,22794,34729
C28892,M035,D045,2004,46599,13293
C11297,M022,D041,2007,109797,5374
C05810,M016,D035,1995,171623,2870
C22793,M016,D027,1999,124739,5488
C47774,M008,D047,1985,200523,1612
C31788,M021,D018,2004,49136,6256
C22015,M044,D033,2005,34430,8425
C49484,M055,D039,2006,101792,6824
C48675,M021,D036,2018,36056,17220
C29708,M018,D016,1992,220688,1447
C06223,M026,D006,2011,87856,21409
C43298,M011,D018,1994,203297,2041
C44000,M007,D022,1995,129784,2744
C18648,M058,D042,2011,97011,11503
C01427,M027,D034,1990,75272,2273
C08102,M037,D026,1985,120626,2123
C41477,M016,D001,1997,177643,3115
C02755,M008,D005,2014,16333,43135
C02618,M026,D029,2010,61747,23911
C10881,M086,D018,1996,157928,4406
C12816,M054,D006,1992,161864,2833
C32766,M032,D036,2000,130704,3181
C17896,M063,D032,2009,62114,16003
C36938,M102,D043,1999,207326,3524
C47655,M003,D047,2004,128956,6617
C37620,M026,D018,1988,137714,3171
C01764,M106,D009,1997,183021,5524
C26654,M013,D024,2015,46037,23369
C28645,M052,D036,1986,156252,2323
C01657,M008,D045,2010,32617,30155
C08203,M096,D047,2000,101327,6745
C02278,M022,D005,1992,147465,1472
C49717,M011,D007,1992,264675,1021
C11248,M028,D013,1990,177287,916
C43729,M024,D006,2009,82430,16940
C23390,M096,D024,1993,146147,2989
C37129,M026,D005,2011,60394,25784
C07748,M008,D039,2003,131996,9510
C04560,M093,D013,2011,68084,21536
C23644,M093,D033,1994,216651,2120
C47264,M013,D034,2004,110260,7231
C33219,M021,D037,2020,10563,22684
C00897,M020,D020,2004,133498,3874
C37605,M068,D039,1997,132839,4252
C16531,M016,D038,2015,40783,28546
C02928,M054,D003,2014,66277,25254
C47994,M060,D030,2008,91048,11034
C16592,M087,D030,2003,65562,22010
C43379,M050,D043,2009,70495,12187
C06562,M006,D021,2004,68515,13043
C35923,M013,D028,2017,20148,31043
C10244,M007,D044,2010,92020,9908
C42537,M100,D038,1991,294889,511
C39549,M084,D012,2001,171464,3851
C15727,M022,D003,2014,50225,12919
C32177,M002,D002,2010,95687,12934
C33311,M090,D033,1996,82055,5324
C49118,M050,D045,1990,237954,879
C06402,M016,D009,1997,202359,2513
C39705,M028,D022,2011,109138,6437
C41028,M084,D009,1990,233032,1074
C33139,M002,D004,2002,77554,8621
C44170,M037,D045,1996,204599,2196
C28220,M007,D005,2016,62316,18109
C37112,M018,D023,2004,144029,6225
C21397,M026,D011,1996,63954,9268
C40127,M010,D007,2018,15778,25775
C34454,M086,D004,2003,142823,7951
C24057,M040,D019,2010,88411,14943
C18779,M001,D001,1995,258744,2027
C26006,M017,D035,1991,194587,1902
C36029,M024,D036,2012,82820,20635
C31124,M004,D007,2003,52203,7096
C04680,M004,D004,1999,167902,2295
C05772,M069,D023,2008,92150,34446
C22910,M009,D025,2005,68463,8866
C38536,M082,D044,2010,86043,7478
C42408,M029,D024,2016,50436,31945
C32919,M064,D045,1994,241217,1218
C00181,M077,D027,2019,20147,76182
C47906,M074,D036,2003,186436,12876
C21582,M078,D030,2018,40437,33789
C15939,M050,D020,2007,164071,5236
C20680,M033,D033,1998,205907,3039
C10036,M034,D021,2006,94800,7386
C10424,M010,D003,2000,157899,2880
C46451,M032,D029,1998,180237,1850
C08091,M055,D045,1987,164459,1172
C11752,M019,D027,2016,70149,24296
C35101,M022,D023,2019,24912,20949
C21668,M065,D034,1993,98807,2907
C22096,M058,D029,2011,55007,15311
C15613,M013,D022,2009,135618,8294
C00014,M067,D039,2007,79393,16026
C04252,M035,D029,1995,183377,2607
C08495,M045,D048,2002,101757,24079
C03675,M005,D033,1998,215520,1995
C08722,M006,D040,2018,20860,44346
C13557,M073,D043,2001,197142,2330
C37677,M081,D003,2019,17926,109411
C07672,M029,D007,2013,50516,26141
C29354,M011,D036,1990,275358,808
C17081,M087,D047,2013,46428,48420
C18742,M016,D022,1998,153735,4070
C21122,M013,D017,2011,73618,14981
C40856,M024,D001,2011,37913,25800
C40949,M028,D017,2015,16573,15337
C47825,M032,D018,2002,80076,5289
C04497,M018,D013,2011,87186,15285
C47471,M045,D010,2003,124475,21677
C05461,M008,D032,2018,25711,53475
C11790,M034,D004,1994,301094,557
C33241,M040,D012,2012,55115,21354
C11743,M103,D025,2005,98141,14031
C13553,M040,D023,2003,100120,8613
C23519,M027,D007,1998,161908,2001
C13054,M018,D003,2002,116252,6776
C13815,M103,D031,2015,48020,38316
C30270,M050,D030,1996,132581,3250
C38470,M021,D032,2016,30015,15610
C10078,M028,D030,2015,50721,12567
C23459,M044,D034,2022,5435,30689
C23069,M006,D022,2019,33481,44126
C30638,M028,D016,2012,36877,11192
C24018,M022,D048,2002,135431,3159
C38434,M007,D034,1999,186634,2237
C38821,M022,D045,2019,30816,20256
C01214,M069,D025,2012,43043,62254
C19212,M023,D015,2006,93160,9780
C10330,M019,D024,2008,90452,12389
C12791,M098,D046,2008,98847,6713
C29689,M028,D037,2005,41804,6815
C33870,M001,D009,1999,122603,8587
C03684,M035,D002,2009,74235,15517
C30902,M095,D037,2006,103934,13954
C10238,M022,D013,1998,173142,1773
C37471,M011,D030,2015,65392,24462
C15663,M028,D007,2019,22173,19418
C19167,M010,D048,2015,74360,14761
C11551,M001,D001,1995,212988,3079
C10288,M009,D013,1995,167686,2138
C36475,M054,D020,2006,53306,16108
C31201,M070,D026,2004,85382,14656
C39960,M009,D018,1990,262200,659
C03915,M013,D046,2000,187437,2956
C26612,M022,D025,2014,59742,12162
C33232,M027,D025,2007,91807,6293
C40142,M091,D016,2017,33056,34839
C17004,M027,D017,1996,161147,1762
C41832,M042,D027,2006,115346,8477
C14046,M044,D034,2007,75741,7409
C47193,M032,D033,2007,87692,6999
C23211,M003,D035,2015,80403,19727
C41783,M026,D048,2013,56084,30288
C48879,M005,D043,2006,57190,11818
C39267,M043,D019,2007,142430,23033
C32125,M063,D049,2003,89259,8918
C44795,M015,D037,2001,123198,9351
C44892,M038,D024,2015,34310,63604
C44998,M021,D048,2004,144164,3153
C45400,M020,D011,1995,267011,660
C45147,M030,D003,2018,35426,28894
C44337,M058,D038,2011,78224,13134
C25550,M008,D021,1995,154890,4637
C22205,M107,D004,1998,187496,2908
C24568,M008,D014,1991,204224,2327
C39155,M005,D011,1987,315533,377
C48671,M055,D001,1997,164898,2275
C18389,M001,D014,2004,149802,9652
C32524,M005,D035,2010,58274,15324
C11226,M006,D031,1995,217181,2185
C07021,M018,D014,2009,89024,13204
C40072,M068,D001,1999,105224,6004
C03443,M102,D025,2000,145425,6384
C00632,M023,D050,2004,80705,9344
C26318,M004,D028,2006,95554,6465
C49899,M054,D045,2013,24019,30580
C37248,M028,D013,2011,97201,7029
C20195,M005,D004,2010,120547,9858
C27569,M040,D042,1992,127971,3350
C00601,M018,D027,2014,38215,25681
C38877,M041,D008,1991,179442,1249
C47885,M006,D023,1995,137909,4296
C09546,M005,D020,2009,56376,14510
C26013,M103,D042,2009,36273,27572
C17234,M028,D045,2019,13316,20377
C44512,M016,D048,1991,199246,1731
C39582,M066,D028,1996,118089,2821
C07946,M013,D003,1998,115800,4648
C45504,M076,D020,2007,99648,9203
C24353,M031,D005,2002,103743,8507
C25894,M028,D017,2018,26145,17766
C20038,M010,D011,1997,157181,2372
C17713,M006,D036,1998,128605,5649
C18181,M011,D011,2001,158369,4787
C31858,M060,D005,1990,234782,1010
C04220,M045,D029,2003,80926,29863
C33198,M098,D008,1999,63052,4719
C00920,M003,D043,2017,70518,24108
C15527,M011,D025,2005,140179,7251
C12349,M099,D049,2015,50003,29999
C08855,M019,D032,1998,141103,4328
C18999,M022,D010,2017,43949,16401
C09427,M006,D043,2015,47723,31029
C08944,M060,D027,2008,56054,13977
C32236,M040,D005,1994,215480,1827
C35582,M002,D026,2012,84597,15992
C39118,M072,D016,2016,32612,22806
C27629,M044,D014,2004,172264,2879
C39361,M021,D003,2007,59793,7143
C00905,M054,D013,2014,49329,28150
C17412,M093,D044,2019,36196,44839
C32072,M006,D040,1994,190553,2587
C26434,M044,D035,2007,160873,3870
C42025,M072,D015,2008,121178,7321
C08958,M022,D046,2017,53639,15445
C29132,M003,D024,2002,150403,4876
C44497,M008,D041,1992,164144,3516
C10539,M002,D011,2013,52223,21197
C31184,M083,D010,2009,70679,11203
C03319,M050,D015,2010,82394,12011
C34639,M070,D048,1995,114196,6517
C00158,M095,D002,2008,20860,27342
C46259,M065,D009,2014,54799,15922
C04326,M068,D038,1999,163299,3791
C18624,M027,D033,1990,294649,354
C26952,M071,D021,2001,161736,3937
C05074,M044,D003,2003,147231,3317
C00597,M008,D019,2000,115704,8835
C33832,M006,D002,2017,55184,33837
C08340,M028,D044,1997,120755,2317
C22082,M072,D008,2000,142993,3615
C23884,M019,D017,2000,163330,4121
C05435,M068,D021,1999,162607,3813
C27647,M015,D033,1990,188756,2615
C37437,M013,D038,2013,47134,20314
C16469,M016,D004,2022,4198,55787
C12924,M022,D012,2018,16587,20519
C48135,M071,D011,2018,29435,31536
C10545,M006,D015,2002,151113,6157
C01479,M064,D015,1993,226687,1301
C47980,M045,D013,1992,155174,8140
C22307,M041,D043,2007,112748,6229
C32498,M023,D044,1993,249377,1109
C10114,M010,D047,2011,62733,12215
C12681,M047,D022,2004,164084,5614
C07708,M002,D022,2015,51817,24282
C33180,M027,D025,2009,106681,6451
C22198,M029,D021,2016,27326,36662
C00309,M013,D022,2007,61357,12446
C39879,M044,D005,1991,176557,1167
C00472,M022,D040,1998,156867,2033
C41683,M052,D015,1993,206429,2407
C18336,M013,D039,2017,47094,26529
C13361,M017,D026,2013,74550,21227
C42884,M041,D019,2007,77115,8053
C16615,M059,D042,1989,84460,4853
C45199,M073,D001,2012,41645,15774
C24479,M007,D035,2019,22294,28166
C09241,M003,D029,2010,35217,18876
C30460,M081,D010,1998,227471,5525
C37831,M041,D039,1995,89966,3308
C13481,M100,D045,1993,241978,959
C41063,M065,D033,2005,105831,6145
C15279,M028,D037,2011,54276,9413
C05083,M058,D045,1992,168003,1852
C17688,M022,D027,1996,205912,1167
C36543,M080,D015,1994,200451,1055
C38417,M003,D010,1990,228544,1112
C09566,M050,D045,2007,103282,8467
C09688,M081,D002,1998,158472,10081
C20259,M006,D032,2001,33991,13251
C12234,M044,D044,1987,271135,381
C28537,M072,D036,1986,270674,460
C01271,M091,D017,2018,21913,39675
C42366,M026,D041,2002,83878,12082
C32419,M020,D039,2011,76532,9415
C16225,M017,D041,2011,58938,20596
C46620,M036,D049,2002,144029,12115
C14199,M041,D047,1992,173325,1406
C09807,M008,D032,2005,32009,21683
C15743,M035,D010,2018,24628,38466
C48599,M030,D045,2002,156230,4179
C18057,M073,D008,1990,269688,578
C01340,M034,D039,1999,132961,3469
C48284,M024,D005,1990,188906,2056
C23932,M091,D027,2013,71222,21004
C27139,M023,D014,1998,135760,4154
C16420,M108,D022,1987,86396,1763
C49258,M074,D009,2003,61024,33775
C32897,M057,D016,2016,32884,18585
C14789,M108,D016,1996,93134,3063
C19261,M016,D041,2014,24430,29366
C08621,M001,D039,2002,88543,13502
C23541,M001,D002,1992,235899,2049
C31887,M058,D040,1985,207159,827
C38391,M011,D025,1989,188587,1664
C40082,M007,D018,1986,249553,534
C37833,M013,D027,2018,22049,32836
C05402,M027,D045,2011,65567,9839
C47221,M024,D041,2016,27660,38218
C00097,M019,D004,2002,180048,4086
C37193,M062,D027,2020,9676,131291
C18005,M003,D036,2000,141554,4585
C24629,M021,D046,2004,90345,4752
C04914,M032,D021,2001,141827,3112
C05629,M041,D043,2002,207473,2036
C49793,M023,D039,2020,16114,40466
C43120,M088,D019,2011,46825,16764
C24056,M060,D016,2000,43362,8872
C45534,M013,D001,2011,60502,16339
C14523,M009,D020,1992,240616,919
C49289,M022,D010,1994,154176,1592
C01772,M068,D025,2004,138758,6469
C34597,M072,D040,1991,284360,565
C42946,M028,D028,1988,265110,364
C47435,M016,D029,2020,13011,46630
C34001,M040,D050,2000,224177,2521
C26657,M001,D019,1997,101392,8818
C03350,M013,D020,2015,31595,25468
C42086,M014,D015,2013,54031,18555
C29089,M023,D024,2014,60836,20791
C14051,M027,D036,1994,150099,1689
C37989,M028,D049,2004,160762,2680
C21583,M023,D028,2012,52145,19232
C48647,M004,D014,1994,157528,1793
C43245,M031,D015,2015,56008,28118
C24483,M044,D028,2010,58850,10120
C14010,M083,D050,2010,112189,8906
C01492,M108,D014,1996,265299,713
C18806,M038,D015,2010,40210,44009
C49505,M021,D020,1999,134958,2432
C03114,M006,D028,1991,267533,1054
C36709,M003,D044,1990,182219,1677
C12180,M063,D006,1998,123352,4960
C27167,M034,D050,2012,55019,14433
C15233,M011,D031,2008,82499,13662
C12104,M063,D048,1996,130729,4098
C49419,M023,D050,2011,127963,10510
